pertanyaan,jawaban
"setiap orang yang menyiarkan berita yang tidak pasti, berlebih-lebihan, atau yang tidak lengkap sedangkan diketahuinya atau patut diduga, bahwa berita demikian dapat mengakibatkan kerusuhan di masyarakat, dipidana dengan pidana penjara paling lama 2 (dua) tahun atau pidana denda paling banyak kategori iii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 264
"dipidana dengan pidana denda paling banyak kategori ii, setiap orang yang mengganggu ketenteraman lingkungan dengan: membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 265
membuat hingar-bingar atau berisik tetangga pada malam; atau membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 265
membuat seruan atau tanda-tanda bahaya palsu. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 265
"setiap orang yang membuat kekacauan sehingga mengganggu rapat umum yang sah, dipidana dengan pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 266
"setiap orang yang dengan kekerasan atau ancaman kekerasan merintangi atau membubarkan rapat umum yang sah, dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 267
"setiap orang yang merintangi, menghalang-halangi, atau mengganggu jalan masuk ke pemakaman, pengangkutan jenazah ke pemakaman, atau upacara pemakaman jenazah, dipidana dengan pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 268
"setiap orang yang menodai atau secara melawan hukum merusak atau menghancurkan makam atau tanda-tanda yang ada di atas makam, dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 269
"setiap orang yang mengubur, menyembunyikan, membawa, atau menghilangkan jenazah untuk menyembunyikan kematian atau kelahirannya, dipidana dengan pidana penjara paling lama 1 (satu) tahun 6 (enam) bulan atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 270
"setiap orang yang secara melawan hukum menggali atau membongkar makam, mengambil, memindahkan, atau mengangkut jenazah, dan/ atas memperlakukan jenazah secara tidak beradab, dipidana dengan pidana penjara paling lama 2 (dua) tahun atau pidana denda paling banyak kategori iii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 271
"setiap orang yang memalsukan atau membuat palsu ijazah atau sertifikat kompetensi dan dokumen yang menyertainya, dipidana dengan pidana penjara paling lama 6 (enam) tahun atau pidana denda paling banyak kategori v. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penggunaan ijazah atau gelar akademik palsu dan terdapat pada pasal 272
"setiap orang yang menggunakan ijazah, sertifikat kompetensi, gelar akademik, profesi, atau vokasi palsu, dipidana dengan pidana penjara paling lama 6 (enam) tahun atau pidana denda paling banyak kategori v. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penggunaan ijazah atau gelar akademik palsu dan terdapat pada pasal 272
"setiap orang yang menerbitkan dan/ atau memberikan ijazah, sertifikat kompetensi, gelar akademik, profesi, atar vokasi palsu dipidana dengan pidana penjara paling lama 10 (sepuluh) tahun atau pidana denda paling banyak kategori vi. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penggunaan ijazah atau gelar akademik palsu dan terdapat pada pasal 272
"setiap orang yang tanpa izin meminjamkan uang atau barang dalam bentuk gadai, jual beli dengan boleh dibeli kembali, atau perjanjian komisi sebagai mata pencahariarı, dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak kategori iii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tindak pidana perizinan dan terdapat pada pasal 273
"setiap orang yang tanpa izin mengadakan pesta atau keramaian untuk umum di jalan umum atar di tempat umum, dipidana dengan pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tindak pidana perizinan dan terdapat pada pasal 274
"setiap orang yang melakukan tindak pidana sebagaimana dimaksud pada ayat (1) yang mengakibatkan terganggunya kepentingan umum, menimbulkan keonaran, atau huru-hara dalam masyarakat, dipidana dengan pidana penjara paling lama 6 (enam) bulan atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tindak pidana perizinan dan terdapat pada pasal 274
"dipidana dengan pidana denda paling banyak kategori ii, setiap orang yang: membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tindak pidana perizinan dan terdapat pada pasal 275
tanpa izin menjalankan pekerjaan yang menurut ketentuan peraturan perundang-undangan harus memiliki izin; atau membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tindak pidana perizinan dan terdapat pada pasal 275
melampaui wewenang yang diizinkan dalam menjalankan pekerjaan menurut ketentuan peraturan perundang-undangan. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tindak pidana perizinan dan terdapat pada pasal 275
"setiap orang yang tanpa izin memberi kepada atau menerima dari narapidana suatu barang, dipidana dengan pidana penjara paling lama 6 (enam) bulan atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tindak pidana perizinan dan terdapat pada pasal 276
"dipidana dengan pidana denda paling banyak kategori ii, setiap orang yang: membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap tanah, benih, tanaman, dan pekarangan dan terdapat pada pasal 277"
"berjalan aïau berkendaraan di atas tanah pembenihan, penanaman, atau yang disiapkan untuk itu yang merupakan milik orang lain; atau membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap tanah, benih, tanaman, dan pekarangan dan terdapat pada pasal 277"
tanpa hak berjalan atau berkendaraan di atas tanah yang oleh pemiliknya dilarang masuk atau sudah diberi larangan masuk dengan jelas. membicarakan tentang?,"pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap tanah, benih, tanaman, dan pekarangan dan terdapat pada pasal 277"
"dipidana karena penyesatan proses peradilan dengan pidana penjara paling lama 6 (enam) tahun atau pidana denda paling banyak kategori v, setiap orang yang: membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
"memalsukan, membuat, atau mengajukan bukti palsu untuk dipergunakan dalam proses peradilan; membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
mengarahkan saksi untuk memberikan keterangan palsu di sidang pengadilan; membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
"mengubah,	merusak,	menyembunyikan, menghilangkan, atau menghancurkan alat bukti; membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
"mengubah, merusak, menyembunyikan, menghilangkan, atau menghancurkan barang, alat, atau sarana yang dipakai untuk melakukan tindak pidana atau menjadi obyek tindak pidana, atau hasil yang dapat menjadi bukti fisik dilakukannya tindak pidana, atau menariknya dari pemeriksaan yang dilakukan pejabat yang berwenang setelah tindak pidana terjadi; atau membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
"menampilkan diri seolah-olah sebagai pelako tindak pidana, sehingga yang bersangkutari menjalani proses peradilan pidana. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
dalam hal tindak pidana sebagaimana dimaksud pada ayat (1) dilakukan: membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
"dalam proses peradilan, dipidana dengan pidana penjara paling lama 7 (tujuh) tahun 6 (enam) bulan atau pidana denda paling banyak kategori vi; dan membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
"oleh aparat penegak hukum atau petugas pengadilan, dipidana dengan pidana penjara paling lama 9 (sembilan) tahun atau pidana denda paling banyak kategori vi. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
apabila perbuatan sebagaimana dimaksud pada ayat (2) mengakibatkan seseorang: membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
"yang  seharusnya  bersalah,  dinyatakan  tidak bersalah; membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
"yang seharusnya tidak bersalah, dinyatakan bersalah; atau membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
"dikenakan pasal yang lebih ringan atau lebih berat dari yang seharusnya, pidananya dapat ditambah	1/ 3 (satu per tiga) dari pidana sebagaimana dimaksud pada ayat (2). membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan penyesatan proses peradilan dan terdapat pada pasal 278
"setiap orang yang membuat gaduh di dekat ruang sidang pengadilan pada saat sidang berlangsung dan tidak pergi sesudah diperintahkan sampai 3 (tiga) kali oleh atau atas nama petugas yang berwenang, dipidana dengan pidana denda paling banyak kategori i. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan mengganggu dan merintangi proses peradilan dan terdapat pada pasal 279
"setiap orang yang membuat gaduh dalam sidang pengadilan dan tidak pergi sesudah diperintahkan sampai 3 (tiga) kali oleh atau atas nama hakim, dipidana dengan pidana penjara paling lama 6 (enam) bolan atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan mengganggu dan merintangi proses peradilan dan terdapat pada pasal 279
"dipidana dengan pidana denda paling banyak kategori ii, setiap orang yang pada saat sidang pengadilan berlangsung: membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan mengganggu dan merintangi proses peradilan dan terdapat pada pasal 280
tidak mematuhi perintah pengadilan yang dikeluarkan untuk kepentingan proses peradilan; membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap proses peradilan mengganggu dan merintangi proses peradilan dan terdapat pada pasal 280
"bersikap tidak hormat terhadap aparat penegak hukum, petugas pengadilan, atau persidangan padahal telah diperingatkan oleh hakim; membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan mengganggu dan merintangi proses peradilan dan terdapat pada pasal 280
"menyerang integritas aparat penegak hukum, petugas pengadilan, atau persidangan dalam sidang pengadilan; atau membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan mengganggu dan merintangi proses peradilan dan terdapat pada pasal 280
tanpa izin pengadilan memublikasikan proses persidangan secara langsung. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap proses peradilan mengganggu dan merintangi proses peradilan dan terdapat pada pasal 280
tindak pidana sebagaimana dimaksud pada ayat (1) huruf b atau huruf c hanya dapat dituntut berdasarkan aduan. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap proses peradilan mengganggu dan merintangi proses peradilan dan terdapat pada pasal 280
pengaduan sebagaimana dimaksud pada ayat (1) dapat dilakukan secara tertulis oleh hakim. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap proses peradilan mengganggu dan merintangi proses peradilan dan terdapat pada pasal 280
"setiap orang yang menghalang-halangi, mengintimidasi, atau memengaruhi pejabat yang melaksanakan tugas penyidikan, penuntutan, pemeriksaan di sidang pengadilan, atau putusan pengadilan dengan maksud untuk memaksa atau membujuknya agar melakukan atau tidak melakukan tugasnya dipidana dengan pidana penjara paling lama 7 (tujuh) tahun 6 (enam) bulan atau pidana denda paling banyak kategori vi. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap proses peradilan mengganggu dan merintangi proses peradilan dan terdapat pada pasal 281
